_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
1062,Communities,Infrastructure,Pickering,Reconstruction of the Abbot Crescent Stormwater Management Pond ,Complete,December 2018,"Design and expand the Abbott Crescent stormwater management pond to increase the permanent pool from the existing 500 m3 to approximately 2,900 m3.","Improve the water quality discharging to Ganatsekiagon Creek, a subwatershed of Duffins Creek. ",Durham,Central,2299 Abbott Crescent,,,"$675,000",Yes,Yes,Yes,,,43.864843,-79.077144
1063,Communities,Infrastructure,Pickering,Replacement of the unstable deteriorated Marksbury Road storm sewer outfall ,Complete,May 2020,"Replace the deteriorated, corrugated steel storm sewer outfall pipe and the existing gabion basket outfall at the end of Marksbury Road with a new concrete storm sewer and a newly constructed outfall with erosion protection for energy dissipation.",,Durham,Central,"End of Marksbury Road at Lake Ontario, Pickering, ON",,,"$337,500",Yes,Yes,Yes,,,43.814228,-79.10387
1064,Communities,Infrastructure,Pickle Lake,Sewage Clarifier Rehabilitation,Complete,November 2017,"Clean out and rehabilitate the sewage clarifier tank and then install rake paddles, a new motor and bearings.",Improved efficiency of sewage processing.,Kenora,Northwest,,,,"$66,413",Yes,Yes,Yes,,,51.467922,-90.192373
1065,Communities,Infrastructure,Pickle Lake,Hydrant Replacement,Complete,October 2019,"Rehabilitate a hydrant, valve and approximately 30 meters of watermain.",Improved reliability of water supply for fire-suppression.,Kenora,Northwest,,,,"$28,611",Yes,Yes,Yes,,,51.467922,-90.192373
1066,Communities,Infrastructure,Pikangikum First Nation,Water and Wastewater Holding Tank System Installation,Complete,October 2019,"Install water holding tanks and wastewater facilities, water pumps, water heaters, fixture and fittings. ",Safe and efficient supply of water to the community.,,Northwest,,,,"$252,183",,Yes,Yes,Yes,,51.80424,-93.992708
1067,Communities,Infrastructure,Pikangikum First Nation,Pikangikum First Nation Transitional Housing Project,Planning,2021,"The project is entirely planned to benefit Indigenous people living on-reserve, specially vulnerable population.  Allow the members to remain in the community, rather than being displaced by the Justice System.Allow the families to have access to their family members who may be involved in the justice system.    Provides temporarily accommodation to address domestic violence issues due to severe over-crowding of houses which connects to physical and physiological well-being.The structure of the building is being researched, designed and constructed in partnership with Natural Resources Canada.  The facility will comprise of a sleeping module which will house approximately 16 people using double occupancy per room, the gathering module which will consist of a community kitchen, public bathrooms, office space and healing rooms, common gathering area and conference rooms.  The exterior structures will include a deck, ramp and canopy.Pikangikum First Nation plans to build a small cultural gathering place as part of the main structure (bail house or transitional housing).  The gathering space (sub-structure) will provide common space to provide services to accused individuals and their families.  The services will be provided by qualified and accredited mental health workers, family councilors, Elders, legal workers, traditional healers. Full details are outlined in the the business case.",,,Northwest,Box 300,P0V2L0,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61149/canada-and-ontario-invest-in-improved-community-cultural-and-recreational-facilities-in-first-nation-3,51.8042,-93.9927
1068,Communities,Infrastructure,Plummer Additional,Plummer Road Drainage and Erosion Improvements,Complete,February 2018,Replace the corrugated steel pipe stormwater culvert and relocated the roadside ditch on  Plummer Road.,Prevent future road washout.,Algoma,Northeast,,,,"$75,000",Yes,Yes,Yes,,,46.383138,-83.730093
1069,Communities,Infrastructure,Plympton-Wyoming,Replace existing watermains,Complete,August 2018,"Replace deteriorating pipes and aging fire hydrants on Mockingbird Lane, Cardinal Lane, Pheasant Lane, Hummingbird Lane and Sandpiper Trail.",Better water services to 70 households.,Lambton,Southwest,,,,"$530,616",Yes,Yes,Yes,,,43.038217,-82.227909
1070,Communities,Infrastructure,Point Edward,Replacement of Lids on the Digester Tanks ,Under construction,2024,Replace the lids on the digester tanks.,Reduction of gases being released into the atmosphere.,Lambton,Southwest,92 Alexandra Avenue,N7V 1C2,,"$262,427",Yes,Yes,Yes,Yes,,42.997048,-82.418162
1071,Communities,Infrastructure,Poplar Hill First Nation,Water Membrane Replacement,Complete,December 2019,Replace two Zeeweed 500D water membrane cartridge trains for the water treatment plant. ,Safe and reliable drinking water.,,Northwest,,,,"$98,438",,Yes,Yes,Yes,,52.099879,-94.301879
1072,Communities,Infrastructure,Poplar Hill First Nation,Wastewater Lift Pump Replacement,Complete,September 2020,Replace four FLYGT lift pumps.,Prevented untreated wastewater from entering the environment and negatively impacting surrounding communities.,,Northwest,,,,"$15,078",,Yes,Yes,Yes,,52.099879,-94.301879
1073,Communities,Infrastructure,Port Colborne,Carter Street Watermain  ,Complete,September 2019,Replace the watermain.,Better water service to 9 households.,Niagara,Central,,,,"$222,000",Yes,Yes,Yes,,,42.887606,-79.258653
1074,Communities,Infrastructure,Port Colborne,Replacement of watermain,Complete,September 2019,Replace the watermain and the sanitary sewers on Janet Street. ,Better water services to 29 households and the Lakeshore Catholic High School. ,Niagara,Central,,,,"$542,483",Yes,Yes,Yes,,,42.893419,-79.243825
1075,Communities,Infrastructure,Port Hope,Sanitary Sewer Twinning ,Complete,December 2019,Twin the gravity sewer from Hope St. to the sewage treatment plant to mitigate-by-pass during wet weather events. ,,Northumberland,East,,,,"$1,158,216",Yes,Yes,Yes,,,43.949187,-78.293703
1076,Communities,Infrastructure,Port Hope,Augusta Street Storm Sewer Relining,Complete,September 2018,"Reline the storm sewers on Strachan Street,  Gifford Street  Pine Street and Augusta Street.",Extended useful life of the asset.,Northumberland,East,,,,"$251,250",Yes,Yes,Yes,,,43.949187,-78.293703
1077,Communities,Infrastructure,Powassan,Pipe Relining,Complete,December 2017,Rehabilitate 107 m of 300 mm sanitary pipe 250 Clark Street. ,,Parry Sound,Northeast,250 Clark St,P0H 1Z0,,"$24,750",Yes,Yes,Yes,,,46.082167,-79.364601
1078,Communities,Infrastructure,Powassan,New Pump for Sewage Lift Station #1,Complete,September 2017,Install a new 21 horsepower sewer pump with trash impellor. ,Improved sewage control.,Parry Sound,Northeast,288 Clark St,P0H 1Z0,,"$13,500",Yes,Yes,Yes,,,46.081979,-79.364649
1079,Communities,Infrastructure,Powassan,Dredging of Municipal Lagoon #2 in Powassan,Complete,August 2018,Dredge #2 Lagoon.,Extended asset life.,Parry Sound,Northeast,,,,"$11,250",Yes,Yes,Yes,,,46.080724,-79.368324
1080,Communities,Infrastructure,Powassan,Rehabilitation of the Wastewater Pipe at 74 Queens Avenue,Complete,April 2018,Rehabilitate the wastewater pipe at 74 Queens Avenue,Extended asset life.,Parry Sound,Northeast,74 Queens Avenue,P0H 1Z0,,"$3,750",Yes,Yes,Yes,,,46.08194,-79.356199
1081,Communities,Infrastructure,Powassan,Wastewater pipe rehabilitation at 327 Edward Street,Complete,April 2018,Rehabilitate the wastewater pipe at 327 Edward Street.,,Parry Sound,Northeast,327 Edward Street,P0H 1Z0,,"$3,750",Yes,Yes,Yes,,,46.08275,-79.363667
1082,Communities,Infrastructure,Powassan,Upgrade/replacement of chlorine analyzer ,Complete,August 2018,Replace and install a new chlorine analyzer.,Increased safety.,Parry Sound,Northeast,76 Fairview Lane,P0H 1Z0,,"$4,500",Yes,Yes,Yes,,,46.081374,-79.373291
1083,Communities,Infrastructure,Powassan,Flow Meter replacement for sewage lift station #2 at 76 HWY 534,Complete,April 2018,Upgrade/replace and install new flow meter for sewage lift station #2.,Improved sewage control.,Parry Sound,Northeast,76 ON-534,P0H 1Z0,,"$7,500",Yes,Yes,Yes,,,46.079739,-79.372222
1084,Communities,Infrastructure,Powassan,Upgrade pump at Sewage Lift Station #2,Complete,October 2017,Replace and install new 5 horsepower sewer pump at sewage lift station #2.,Improved sewage control.,Parry Sound,Northeast,77 ON-534,P0H 1Z0,,"$6,000",Yes,Yes,Yes,,,46.079739,-79.372222
1085,Communities,Infrastructure,Prescott,St. Lawrence Street Road and Watermain Improvements,Complete,October 2017,"Replacement of watermains and storm sewers, as well as road reconstruction","Decrease in breakages, failures and contamination risk, as well as reduction in sewer backups, while increasing traffic safety and flow  and improving road drainage",Leeds and Grenville,East,St. Lawrence St,K0E 1T0,,"$2,000,000",Yes,Yes,,,,44.70787,-75.521059
1086,Communities,Infrastructure,Prescott,Replacement of Roofing Structure - Water Treatment Plant,Complete,August 2018,Rebuild and replace the entire roofing structure on the drinking water treatment plant.,,Leeds and Grenville,East,675 Corrine Street,K0E 1T0,,"$376,500",Yes,Yes,Yes,,,44.723877,-75.512512
1087,Communities,Infrastructure,Prescott,"Replacement of Heating, Ventilation and Air Conditioning (HVAC) and Boiler System ",Complete,March 2018,"Replace the  heating, ventilation and air conditioning (HVAC) system with a boiler and HVAC system that is more appropriate for the size and use of the building.",,Leeds and Grenville,East,675 Corrine Street,K0E 1T0,,"$151,500",Yes,Yes,Yes,,,44.723877,-75.512512
1088,Communities,Infrastructure,Prescott,Upgrade to LED Lighting Interior and Exterior - Water Treatment Plant.,Complete,August 2018,Replace the current lighting fixtures on the interior and exterior of the building of the  water treatment plant with new energy efficient LED fixtures.  ,Improved energy efficiency and lower total cost of ownership over the lifespan of the fixture.,Leeds and Grenville,East,675 Corrine Street,K0E 1T0,,"$76,500",Yes,Yes,Yes,,,44.723877,-75.512512
1089,Communities,Infrastructure,Prescott,Major Repairs Water Treatment Plant,Complete,March 2018,Remediate the exterior walls of the drinking water treatment facility,,Leeds and Grenville,East,675 Corrine Street,K0E 1T0,,"$82,860",Yes,Yes,Yes,,,44.723877,-75.512512
1090,Communities,Infrastructure,Prescott and Russell,Replacement of culvert ,Complete,October 2017,Replace the road crossing culvert on County Road 8 south of Lalonde Road in Bourget.,,Prescott and Russell,East,,,,"$12,225",Yes,Yes,Yes,,,45.5329,-75.2337
1091,Communities,Infrastructure,Prescott and Russell,Replacement of culvert ,Complete,October 2017,Replace the road crossing culvert on County Road 4 at the intersection of Golf Road.,,Prescott and Russell,East,,,,"$8,025",Yes,Yes,Yes,,,45.5848,-74.5179
1092,Communities,Infrastructure,Prescott and Russell,Replacement of culvert ,Complete,October 2017,"Replace the road crossing culvert on County Road 19, between concession 6 and concession 7.",,Prescott and Russell,East,,,,"$16,950",Yes,Yes,Yes,,,45.4905,-75.0834
1093,Communities,Infrastructure,Prescott and Russell,Replacement of culvert ,Complete,October 2017,Replace the road crossing culvert on County Road 24.,,Prescott and Russell,East,,,,"$7,125",Yes,Yes,Yes,,,45.6216,-74.7658
1094,Communities,Infrastructure,Prescott and Russell,Replacement of culvert ,Complete,October 2018,Replace the road crossing culvert on County Road 12.,,Prescott and Russell,East,,,,"$12,450",Yes,Yes,Yes,,,45.5195,-74.5652
1095,Communities,Infrastructure,Prescott and Russell,Replacement of culvert ,Complete,October 2017,Replace the road crossing culvert on County Road 10.,,Prescott and Russell,East,,,,"$6,000",Yes,Yes,Yes,,,45.4446,-74.8827
1096,Communities,Infrastructure,Prescott and Russell,Culvert replacement ,Complete,October 2017,Replace the road crossing culvert on County Road 8 north of Baseline Road in Clarence Creek,,Prescott and Russell,East,,,,"$12,225",Yes,Yes,Yes,,,45.563232,-75.257037
1097,Communities,Infrastructure,Prince Edward County,Picton Heights Watermain ,Complete,August 2020,Install  1.2 km of new watermain along Church Street in the road right-of-way and upsizing 600 meters of existing  watermains to the Picton Heights Reservoir.,"Improved water service for 2, 400 customers.",Prince Edward,East,"Church and Union Street, Picton up to Picton Heights Water Reservoir 244 County Road 22 (Church Street) ",,,"$995,391",Yes,Yes,Yes,,,44.007539,-77.132521
1098,Communities,Infrastructure,Prince Edward County,Picton Water Treatment Plant Upgrades,Complete,January 2018,Upgrades to the Picton Water Treatment Plant.,Safer drinking water,Prince Edward,East,30 Spencer Street,K0K 2T0,,"$737,948",Yes,Yes,,,,44.016435,-77.132022
1099,Communities,Infrastructure,Puslinch,Municipal Drinking Water Well Study,Complete,December 2018,Feasibility study regarding the potential to install a municipal drinking water well system,,Wellington,Southwest,7404 Wellington Road 34, N0B 2J,,"$56,250",Yes,Yes,Yes,,,43.471685,-80.157826
1100,Communities,Infrastructure,Quinte West,Parry Drive Watermain Looping,Complete,December 2019,Extension of the watermain along Parry Drive to a new residential subdivision. ,"Additional water flows for firefighting, improved water quality, addressing future growth pressures, and provide a backup supply in the event of a break.",Hastings,East,,,,"$367,719",Yes,Yes,Yes,,,44.176361,-77.597167
1101,Communities,Infrastructure,Quinte West,New mixing system for the Trenton Wastewater Plant Sludge Storage,Complete,January 2019,Install a linear motion mixer in the Trenton waster water plant sludge storage tank.  ,Reduced biosolids production.,Hastings,East,,,,"$529,005",Yes,Yes,Yes,,,44.098722,-77.560722
1102,Communities,Infrastructure,Quinte West,New hydro feed,Complete,January 2019,Replace the current hydro system at the Dundas Street Pumping Station. ,Facilitate future upgrades to the Dundas Street sewage pumping station.,Hastings,East,,,,"$206,432",Yes,Yes,Yes,,,44.10325,-77.573083
1103,Communities,Infrastructure,Quinte West,Sanitary Sewer Replacement,Complete,November 2017,Replace the sanitary sewer on North Murray Street.,Reduced infiltration and increased reliability.,Hastings,East,,,,"$367,719",Yes,Yes,Yes,,,44.119167,-77.576361
1104,Communities,Infrastructure,Quinte West,Trenton water treatment plant backwash,Complete,March 2018,Install a floating decant system (including a decant pump and controls) in the Trenton water treatment plant’s backwash waste tanks ,Reduced wastewater sent to the water treatment plant,Hastings,East,,,,"$367,719",Yes,Yes,Yes,,,44.098722,-77.560722
1105,Communities,Infrastructure,Rainy River,Water Line and Sanitary Sewer Line Replacement,Complete,November 2018,Replace 500 meters of water line main on Atwood Avenue between First Street and Sixth Street and sanitary sewer along Atwood Avenue from Second Street to Fifth Street. ,"By completing both water line and sanitary sewer replacements at the same time, the town will see minimal traffic disruption along the Connecting Link.",Rainy River,Northwest,100-500 Atwood Avenue,P0W 1L0,,"$227,370",Yes,Yes,Yes,,,48.722436,-94.59025
1106,Communities,Infrastructure,Rainy River,Sixth Street Water and Sewer Replacement,Complete,January 2018,"Replacement of the water distribution line along Sixth Street, from River Avenue to Atwood Avenue.",Safer drinking water,Rainy River,Northwest,Sixth St,,,"$1,575,000",Yes,Yes,,,,48.720044,-94.571119
1107,Communities,Infrastructure,Rainy River,Fifth Street Water and Wastewater Revitalization,Complete,October 2019,"Replacement of water distributions lines, waste water collection lines and connections, as well as road reconstruction along Fifth Street, Broadway and Mill Avenues. ",Safer drinking water,Rainy River,Northwest,,P0W 1L0,,"$1,804,955",Yes,Yes,,,,48.719867,-94.569871
1108,Communities,Infrastructure,Rainy River,Second Street and Broadway Avenue Rehabilitation,Complete,September 2022,"The Project will rehabilitate water and wastewater lines along Second Street and Broadway Avenue in Rainy River. The work will involve replacing approximately 570 metres of wastewater collection lines, approximately 760 metres of water distribution lines, eight (8) valve boxes, 44 sanitary sewer connections, three (3) sanitary sewer manholes, and installing three (3) fire hydrants.",Better water distribution and fire protection and more reliable wastewater service for the residents of Rainy River.,Rainy River,Northwest,201 Atwood Avenue,P0W1L0,,0,Yes,Yes,Yes,,,48.719835,-94.565684
1109,Communities,Infrastructure,Ramara,Replace Water and Sewer to Beaver Trail,Complete,December 2018,"Replace 111 meters of sewer main and 12 service connections, and 111 meters of watermain and 12 service connections along Beaver Trail. ",The new  pipes with watertight joints will ensure the integrity of the system.,Simcoe,Central,,,,"$257,960",Yes,Yes,Yes,,,44.543503,-79.2109
1110,Communities,Infrastructure,Red Lake,"Upgrades for the Cochenour Water Treatment Plant, Balmertown Reservoir Pumping Station and Madsen Water Treatment Plant",Complete,March 2018,"Upgrade the supervisory control and data acquisition  systems for Cochenour water treatment plant, Balmertown reservoir pumping station and Madsen water treatment plant.",,Kenora,Northwest,,,,"$237,042",Yes,Yes,Yes,,,51.014597,-93.828916
1111,Communities,Infrastructure,Red Lake,Replacement of Lift Station #2,Complete,March 2018,Replace the control panel at lift station #2.,Ensure uninterrupted waste water treatment.,Kenora,Northwest,,,,"$26,712",Yes,Yes,Yes,,,51.014597,-93.828916
1112,Communities,Infrastructure,Red Lake,Water / Wastewater Infrastructure Replacement,Complete,December 2017,Complete designs for the replacement of water and wastewater infrastructure  in Balmertown and Cochenour.,,Kenora,Northwest,,,,"$61,365",Yes,Yes,Yes,,,51.014597,-93.828916
1113,Communities,Infrastructure,Red Lake,Feasibility Study for the Red Lake Water Pollution Control Plant,Complete,December 2018,Conduct a feasibility study to provide the most viable solution to deal with the upcoming provincial regulations. ,,Kenora,Northwest,,,,"$22,896",Yes,Yes,Yes,,,51.014597,-93.828916
1114,Communities,Infrastructure,Red Lake,Cochenour Wastewater Lift Station Pump Rebuilds,Complete,November 2017,Rebuild the pumps at the Cochenour wastewater lift station.,,Kenora,Northwest,,,,"$4,951",Yes,Yes,Yes,,,51.014597,-93.828916
1115,Communities,Infrastructure,Red Lake,Centralized Wastewater Supervisory Control And Data Acquisition (SCADA) Monitoring/Communication,Complete,December 2018,"Install a centralized programmable logic controller /supervisory control and data acquisition  computer at the Red Lake water pollution control plant, and radio communication network with each of the remote stations. ",Reduced response time  to system emergencies and reduced downtime due to unexpected/undiagnosed system component failures.,Kenora,Northwest,,,,"$118,013",Yes,Yes,Yes,,,51.014597,-93.828916
1116,Communities,Infrastructure,Red Rock,Upgrade to Water Storage Tank Liner,Complete,September 2017,Upgrade the water storage tank liner.,750 customers on the water distribution system will benefit from this upgrade. ,Thunder Bay,Northwest,5 Baker Road,POT 2PO,,"$80,867",Yes,Yes,Yes,,,48.941361,-88.253162
1117,Communities,Infrastructure,Red Rock,"Replacement and rehabilitation of Newton Avenue, Frost Street, Brompton Road and Stadler Avenue water and wastewater infrastructure",Under construction,2022,"The project will rehabilitate various components of the water and wastewater systems on Newton Ave., Brompton Road and Stadler Ave. in the Township of Red Rock.The work will survey and excavate line extensions of approximately 138 metres, replacing approximately 400 metres of water line, adding approximately 322 metres of water line extensions, and cleaning and cementing approximately 500 metres of water line. In addition, approximately 400 metres of wastewater line will be replaced. The work will include the removal and replacement of the approximately 400 metres of existing paving, curbs and road underlay, installing new gutters and catchbasins and the bypassing of existing mains to continue water services during construction.  Upgrading the water treatment plant data collection and automatic control systems is not eligible.","Improved service reliability, and increased longevity of assets and reduced maintenance costs.",Thunder Bay,Northwest,42 Salls Street/Rue,P0T2P0,,0,Yes,Yes,Yes,,,48.940351,-88.267134
1118,Communities,Infrastructure,Red Rock First Nation,Repairs and Upgrades at Water Treatment Plant,Complete,June 2018,"Replace water treatment membranes, install submersible water pumps, repair/upgrade the walkways, stairs and handrails and lights, perform energy audit of water treatment plant. ",Improved water quality.,,Northwest,,P0T 2J0,,"$93,696",,Yes,Yes,Yes,,49.018424,-88.255876
1119,Communities,Infrastructure,Renfrew,"Rehabilitation of water, sewer and road infrastructure",Complete,October 2018,Replace cast iron watermains and sanitary sewers that have surpassed their useful life  on Plaunt Street from Railway Avenue to dead end. ,"Improved drinking water quality and reliability, reduced infiltration of groundwater into the sanitary collection system.",Renfrew,East,,,,"$775,997",Yes,Yes,Yes,Yes,,45.474311,-76.68553
1120,Communities,Infrastructure,Renfrew,Ma-te-Way Activity Centre Expansion,Planning,2023,"Develop off reserve Indigenous Cultural CentreReplace outdated non accessible Recreation Centre to foster greater accessibility for allMeet community and user needs and service gaps with enhanced recreation facilities and increased spacePromote good value through partnerships and efficient build and operationsThis project will replace an outdated non accessible facility and expand a separate and existing recreation facility. The newly constructed, 76,500 ft2 fully accessible facility, will improve upon and enhance outdated infrastructure to include an Indigenous cultural centre, fitness centre, walking track, multipurpose rooms, ice surface, lease space and all amenities. The project will increase facility traffic by 75%, increase new members by 50% and increase awareness of recreation opportunities.This project will primarily serve a population with a 25km radius of Renfrew which equates to 27,800 residents in Ontario in addition to 1500 residents in Quebec. Populations served include 5000 members from Algonquin First Nation and 22.4% low income families (2015 stats).  Communities served include Renfrew, Admaston Bromley, Horton, Greater Madawaska, McNab Braeside, Whitewater, Bonnechere Valley, North Algona Wilberforce and Arnprior.",,Renfrew,East,127 Raglan Street/Rue South/Sud,K7V1P8,,0,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61197/canada-and-ontario-invest-in-improved-recreational-and-cultural-infrastructure-in-renfrew,45.465439,-76.694309
1121,Communities,Infrastructure,Renfrew County,Repairs of Multiple Storm Sewer Pipes ,Complete,April 2018,Rehabilitate the concrete storm sewer system on County Road 2 Daniel Street in the Town Arnprior.,,Renfrew,East,12 Daniel Street,,,"$15,000",Yes,Yes,Yes,,,45.43009,-76.357154
1122,Communities,Infrastructure,Renfrew County,Multiple Storm Sewer Pipes and Rebuild of Deteriorating Structures,Complete,March 2020,Rehabilitate the concrete storm sewer system on County Road 73 Deep River Road in the Town of Deep River. ,,Renfrew,East,Deep River Road,,,"$15,000",Yes,Yes,Yes,,,46.0988,-77.491497
1123,Communities,Infrastructure,Richmond Hill,Rehabilitate Stormwater Facility 2-9 ,Complete,October 2018,"Rehabilitate the stormwater management facility 2-9 by removing 360 m3 of sediment, outlet erosion protection renewal, phosphorus removal technology renewal as well as site restoration.",Extended asset life.,York,Central,,,,"$100,839",Yes,Yes,Yes,,,43.88284,-79.440281
1124,Communities,Infrastructure,Richmond Hill,Rehabilitate Stormwater Management Facility 19-1 ,Complete,March 2020,"Rehabilitate the stormwater management facility 19-1 which involves the removal of 3,165 m3 of sediment, forebay weir adjustments, baffle wall/berm installation at one of the inlets and site restoration.",Extended asset life.,York,Central,,,,"$626,250",Yes,Yes,Yes,,,43.88284,-79.440281
1125,Communities,Infrastructure,Richmond Hill,Rehabilitate Stormwater Management Facility 19-2 ,Complete,August 2018,"Rehabilitate the stormwater management facility 19-2 which involves the removal of 1,650 m3 of sediment as well as site restoration of this 3,721 m2 facility.  ",Extended asset life.,York,Central,,,,"$348,750",Yes,Yes,Yes,,,43.88284,-79.440281
1126,Communities,Infrastructure,Richmond Hill,Rehabilitate Stormwater Management Facility 19-5,Complete,July 2018,"Rehabilitate the stormwater management facility 19-5 which involves the removal of 890 m3 of sediment as well as site restoration of this 4,527 m2 facility.  ",Extended asset life.,York,Central,,,,"$303,750",Yes,Yes,Yes,,,43.88284,-79.440281
1127,Communities,Infrastructure,Richmond Hill,Replacement of Watermain on Trench Street ,Complete,May 2018,Replace 700m of ductile and cast iron watermain on Trench Street.,"Improved service for 22 residential households, 1 school, and 1 hospital.",York,Central,,,,"$615,450",Yes,Yes,Yes,,,43.88284,-79.440281
1128,Communities,Infrastructure,Richmond Hill,Replacement of 310 m. of Watermain on Laverock Avenue ,Complete,December 2017,Replace 310m of ductile and cast iron watermain on Laverock Avenue.,Improved service to 29 households.,York,Central,,,,"$315,375",Yes,Yes,Yes,,,43.88284,-79.440281
1129,Communities,Infrastructure,Richmond Hill,Replacement of 525 m. of Watermain on Kersey Crescent,Complete,May 2018,Replace 525 meters of ductile and cast iron watermain on Kersey Crescent.,Improved service to 27 residential households.,York,Central,,,,"$525,825",Yes,Yes,Yes,,,43.88284,-79.440281
1130,Communities,Infrastructure,Richmond Hill,Robbins Family Centre,Planning,2023,"To build a youth centre that increases accessibility to our programs by bringing them under one roof on a major road well-served by public transit, vs renting multiple spaces across VaughanTo provide a safe space where teens can gather, relax, play sports, study and talk about problems/questions with staff trained to recognize mental health issues, and be empowered through leadership training, community service and mentoring of young childrenTo increase number of youth served/yearConstruction began in May 2019. We are requesting funding for later-stage components (starting Fall 2020) for which contracts have not yet been awarded, including: Basketball Court/Gym, floor tiling, interior/exterior trim, hardware, interior/exterior painting, exterior caulking, railings, cabinetry/counter-tops for kitchens, deck/patio, Teen Lounge stone fireplace, and hard/soft landscaping.We currently serve over 1,000 youth aged 14-18 per year. In the first year after the building is finished, we expect this to increase to 2,000, and by Year 5, to 5,000. Most youth will come from the City of Vaughan  and the Town of Richmond Hill, but we currently have members from Aurora, Markham and North York as well. At least 40% of the youth will come from newcomer or low-income families, and all are welcome, regardless of religious affiliation.",,York,Central,8700 BATHURST ST,L4J9J8,,0,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000028/canada-and-ontario-invest-in-increased-access-to-cultural-and-community-facilities-for-youth-in-richmond-hill,43.844913,-79.457123
1131,Communities,Infrastructure,Rideau Lakes,Portland Waste Site Upgrades,Complete,October 2021,"Includes reconstruction and widening of entrance, relocation of weigh scale and installation of an additional weigh scale, relocation of bins","Increased diversion to recycling, reusables and compost, while eliminating wet waste from the landfill and reducing dust pollution",Leeds and Grenville,East,4427H / 4428 Old Kingston Rd,K0G 1V0,,"$257,700",Yes,Yes,Yes,,,44.722088,-76.172741
1132,Communities,Infrastructure,Rideau Lakes,Replacement of Cliff Road Culvert ,Complete,October 2017,Replacing deteriorated culvert to ensure functioning of stormwater management system for road,,Leeds and Grenville,East,,,,"$9,137",Yes,Yes,Yes,,,44.632083,-76.116667
1133,Communities,Infrastructure,Rideau Lakes,Replacement of Sunnyside  Road Culvert ,Complete,October 2017,Replacing deteriorated culvert to ensure functioning of stormwater management system for road,,Leeds and Grenville,East,,,,"$25,192",Yes,Yes,Yes,,,44.66075,-76.344167
1134,Communities,Infrastructure,Rideau Lakes,Replacement of 9th Concession Road Culvert ,Complete,October 2017,Replacing deteriorated culvert to ensure functioning of stormwater management system for road,,Leeds and Grenville,East,150 meters from City Road 12,,,"$7,603",Yes,Yes,Yes,,,44.668333,-76.436139
1135,Communities,Infrastructure,Rideau Lakes,Replacement of Hutchings Road Culvert ,Complete,December 2017,Replacing deteriorated culvert to ensure functioning of stormwater management system for road,,Leeds and Grenville,East,1.5kms from City Road 10,,,"$5,250",Yes,Yes,Yes,,,44.627028,-76.381111
1136,Communities,Infrastructure,Rideau Lakes,Culvert replacement,Complete,September 2017,Replace deteriorated culverts along Coons Road,,Leeds and Grenville,East,,,,"$15,008",Yes,Yes,Yes,,,44.604631,-76.162756
1137,Communities,Infrastructure,Rideau Lakes,Culvert replacement,Complete,October 2017,Replace deteriorated culverts along Salmon Side Road,,Leeds and Grenville,East,,,,"$6,185",Yes,Yes,Yes,,,44.857296,-76.036255
1138,Communities,Infrastructure,Rideau Lakes,Culvert/Catch Basin and asphalt replacement,Complete,September 2018,Replace the deteriorated culverts and asphalt along Road 6,,Leeds and Grenville,East,,,,"$6,625",Yes,Yes,Yes,,,44.84685,-76.12123
1139,Communities,Infrastructure,Russell,Watermain Twinning and Water and Wastewater Servicing.,Complete,July 2018,Twin a section of the main watermain and extending water and sewer services of Russell's Commercial Park. ,Extending water services to  the Township`s commercial park. ,Prescott and Russell,East,,,,"$1,181,006",Yes,Yes,Yes,,,45.270917,-75.313861
1140,Communities,Infrastructure,Sables-Spanish Rivers,Relining of Water Storage Tower,Complete,July 2017,Repair and reline the interior coating of the municipal water tower.,Better water services to approximately 500 properties.,Sudbury,Northeast,815 Imperial St N,,,"$75,000",Yes,Yes,Yes,,,46.21152,-82.075712
1141,Communities,Infrastructure,Sagamok Anishnawbek First Nation,Water treatment system improvements,Complete,March 2020,Upgrades to the water systems. ,Safer drinking water,,Northeast,4007 Espaniel Street,P0P 1P0,,"$333,332",,Yes,Yes,Yes,,46.156382,-82.104692
1142,Communities,Infrastructure,Sagamok Anishnawbek First Nation,New watermain ,Complete,December 2018,Construct new watermains for 10 lots for residential development ,,,Northeast,,,,"$178,522",,Yes,Yes,Yes,,46.128606,-82.113801
1143,Communities,Infrastructure,Sagamok Anishnawbek First Nation,Sagamok Anishnawbek Water Infrastructure,Planning,2023,"The Project will upgrade the drinking water distribution and storage systems in the Sagamok Anishnawbek First Nation. The work will involve extending and looping the existing, closed watermain by approximately 1,230 metres and adding fire hydrants along the new section; upgrading the water tower by replacing the internal liner and rooftop coating, addressing safety issues; swabbing and flushing approximately 18 km of watermains; and upgrading the infrastructure at two pump houses by replacing three water pumps and piping and adding a fixed generator for each pump house.",,,Northeast,4007 Espaniel Street,P0P1P0,,0,Yes,Yes,Yes,,,46.15731,-82.11003
