_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
225,Child care,Education,Quinte West,École élémentaire catholique L'Envol,Complete,January 2020,Expansion of existing school,Addition to accommodate 15 child care spaces,Hastings,East,45 JOHNSON DR,K8V6V7,,"$748,395",,Yes,,,,44.11083911,-77.55544602
226,Child care,Education,Russell,Cambridge Public Elementary School,Complete,January 2022,Expansion of existing school,Addition to accommodate 16 child care spaces,Prescott and Russell,East,2123 RTE 500,K0A1W0,,"$742,089",,Yes,,Yes,,45.29313,-75.21904
227,Child care,Education,Russell,Russell Public Elementary School,Complete,September 2018,Renovation of existing school,Renovation to accommodate 15 child care spaces,Prescott and Russell,East,14 MILL ST,K4R1A6,,"$262,169",,Yes,,Yes,,45.25712,-75.36287
228,Child care,Education,Russell,École élémentaire publique De la Rivière-Castor,Complete,March 2023,Expansion of existing school,Addition to accommodate 39 child care spaces,Prescott and Russell,East,100 MAHEU ST,K0A1W0,,"$1,048,675",,Yes,Yes,,,45.27611,-75.28823
229,Child care,Education,Russell,École élémentaire catholique Saint-Joseph,Complete,June 2023,Renovation of existing school,Renovation to accommodate 49 child care spaces,Prescott and Russell,East,1008 RUSSELL RD N,K4R1G7,,"$786,506",,Yes,Yes,,,45.2655,-75.36356
230,Child care,Education,Russell,Mother Teresa Catholic Elementary School,Complete,September 2022,Renovation of existing school,Renovation to accommodate 24 child care spaces,Prescott and Russell,East,1035 CONCESSION ST,K4R1G7,,"$505,794",,Yes,,,,45.2637,-75.3615
231,Child care,Education,Sables-Spanish Rivers,S Geiger Public Elementary School,Complete,September 2018,Renovation of existing school,Renovation to accommodate 30 child care spaces,Sudbury,Northeast,355 GOVERNMENT RD W,P0P1P0,,"$605,005",,Yes,,,,46.2061,-82.08193
232,Child care,Education,Sarnia,Holy Trinity Catholic Elementary School,Complete,September 2017,Renovation of existing school,Renovation to accommodate 39 child care spaces,Lambton,Southwest,60 LORNE CRES,N7S0C3,,"$390,077",,Yes,,,,42.9693026,-82.3724137
233,Child care,Education,Sarnia,London Bridge Child Care,Complete,September 2020,Expansion of existing building,Addition to accommodate 49 community-based child care spaces,Lambton,Southwest,1014 OAK AVE,N7S3T7,,"$1,490,000",,Yes,,,,42.97093,-82.371091
234,Child care,Education,Sault Ste. Marie,R M Moore Public Elementary School,Complete,September 2020,Expansion of existing school,Addition to accommodate 49 child care spaces,Algoma,Northeast,1272 BASE LINE,P6A5K6,,"$1,875,515",,Yes,,,,46.52177,-84.44407
235,Child care,Education,Sault Ste. Marie,Rosedale Neighborhood Child Care/Rosedale Neighborhood EarlyON,Complete,September 2018,Renovation of existing building,Renovation to accommodate 49 community-based child care spaces and 2 community-based EarlyON rooms,Algoma,Northeast,90 CHAPPLE AVE,P6B3P1,,"$1,550,000",,Yes,,,,46.52371,-84.311725
236,Child care,Education,Scugog,Good Shepherd Catholic Elementary School,Complete,January 2022,Expansion of existing school,Addition to accommodate 73 child care spaces,Durham,Central,1650 REACH ST,L9L1T1,,"$2,386,869",,Yes,,,,44.1097,-78.9607
237,Child care,Education,Selwyn,Trent Child Care Bridgenorth,Complete,September 2018,Renovation of existing building,Renovation to accommodate 15 community-based child care spaces,Peterborough,East,832 CHARLES ST,K0L1H0,,"$200,000",,Yes,,,,44.378967,-78.383117
238,Child care,Education,Shelburne,Centennial Hylands Public Elementary School,Complete,September 2018,Expansion of existing school,Addition to accommodate 73 child care spaces,Dufferin,Central,35 SCHOOL RD,L9V3S5,,"$2,056,222",,Yes,,,,44.07946,-80.19105
239,Child care,Education,Sioux Lookout,Sioux Mountain Public Elementary School,Complete,September 2018,Renovation of existing school,Renovation to accommodate 39 child care spaces and 1 EarlyON room,Kenora,Northwest,89 FIRST AVE,P8T1B5,,"$1,210,008",,Yes,,Yes,,50.10714,-91.90988
240,Child care,Education,Sioux Lookout,EarlyON Sioux Lookout /Norah Love ,Complete,September 2018,Renovation of existing building,Renovation to accommodate 20 community-based child care spaces and 1 community-based EarlyON room,Kenora,Northwest,54 PRINCESS ST,P8T1H4,,"$1,200,000",,Yes,,,,50.102518,-91.917292
241,Child care,Education,South Algonquin,EarlyON South Algonquin/Kidz Kastel Children's South Algonquin,Complete,September 2018,Renovation of existing building,Renovation to accommodate 15 community-based child care spaces and 1 community-based EarlyON room,Nipissing,Northeast,6 GALEAIRY LAKE RD,K0J2M0,,"$525,000",,Yes,,,,45.488712,-78.244655
242,Child care,Education,South Bruce Peninsula,Amabel-Sauble Community Public Elementary School,Complete,September 2018,Renovation of existing school,Renovation to accommodate 49 child care spaces,Bruce,Southwest,555 SAUBLE FALLS PKY,N0H2G0,,"$529,380",,Yes,,,,44.65046,-81.25684
243,Child care,Education,South Huron,Exeter Public Elementary School,Complete,October 2020,Expansion of existing school,Addition to accommodate 15 child care spaces,Huron,Southwest,93 VICTORIA ST E SS 1,N0M1S1,,"$567,657",,Yes,,,,43.35124,-81.47758
244,Child care,Education,South Stormont,École élémentaire catholique Sainte-Lucie,Complete,February 2022,Expansion of existing school,Addition to accommodate 24 child care spaces,"Stormont, Dundas and Glengarry",East,17337 DOW ST,K0C1P0,,"$524,337",,Yes,,,,45.07657309,-74.77952502
245,Child care,Education,Southgate,Dundalk Community Arena,Complete,September 2019,Renovation of existing building,Renovation to accommodate 3 community-based EarlyON rooms,Grey,Southwest,550 MAIN ST E,N0C1B0,,"$302,500",,Yes,,,,44.176374,-80.383904
246,Child care,Education,Southgate,Egremont Community Public Elementary School,Complete,June 2023,Expansion of existing school,Addition to accommodate 39 child care spaces and 2 EarlyON rooms,Grey,Southwest,392141 GREY ROAD 109 RR 2,N0G2A0,,"$3,228,795",,Yes,,Yes,,44.06773,-80.76055
247,Child care,Education,Southgate,Dundalk & Proton Community Public Elementary School,Planning,September 2025,Renovation of existing school,Renovation to accommodate 2 EarlyON rooms,Grey,Southwest,251 YOUNG ST,N0C1B0,,"$262,500",,Yes,,,,44.16499,-80.38971
248,Child care,Education,Springwater,Our Lady of Lourdes Catholic Elementary School,Under construction,2024,Expansion of existing school,Addition to accommodate 39 child care spaces,Simcoe,Central,34 KERR ST,L0L1P0,,"$1,058,759",,Yes,,,,44.58631,-79.86312
249,Child care,Education,St. Catharines,Oakridge Public Elementary School,Complete,September 2020,Expansion of existing school,Addition to accommodate 49 child care spaces,Niagara,Central,1 MARSDALE DR,L2T3R7,,"$1,542,762",,Yes,,,,43.13692,-79.24295
250,Child care,Education,St. Catharines,École élémentaire publique L'Héritage,Complete,September 2021,Expansion of existing school,Addition to accommodate 49 child care spaces,Niagara,Central,35 PRINCE CHARLES DR,L2N3Y8,,"$1,542,762",,Yes,,Yes,,43.19588,-79.24923
251,Child care,Education,St. Catharines,St. Catharines Regional Child Care,Complete,September 2018,Expansion of existing building,Addition and renovation to accommodate 40 community-based child care spaces,Niagara,Central,179 CARLTON ST,L2R1S1,,"$1,275,000",,Yes,,,,43.17309,-79.248895
252,Child care,Education,St. Charles,École élémentaire catholique Saint-Charles-Borromée,Complete,March 2018,Renovation of existing school,Renovation to accommodate 15 child care spaces,Sudbury,Northeast,22 STE ANNE ST,P0M2W0,,"$299,982",,Yes,,,,46.36398,-80.41916
253,Child care,Education,St. Thomas,St. Thomas Elgin Social Services Hub,Complete,September 2020,Expansion of existing building,Addition to accommodate 88 community-based child care spaces,Elgin,Southwest,25 ST. CATHARINE ST,N5P2V6,,"$2,600,000",,Yes,,,,42.778816,-81.202384
254,Child care,Education,St. Thomas,Monsignor Morrisson Catholic Elementary School,Complete,October 2021,Renovation of existing school,Renovation to accommodate 2 EarlyON rooms,Elgin,Southwest,10 SOUTH EDGEWARE RD,N5P2H2,,"$524,337",,Yes,,,,42.7937,-81.183
255,Child care,Education,Stratford,Stratford Northwestern Public Secondary School,Complete,September 2021,Expansion of existing school,Addition to accommodate 49 child care spaces,Perth,Southwest,428 FORMAN AVE,N5A6R7,,"$1,557,887",,Yes,,,,43.38432,-80.99312
256,Child care,Education,Strathroy-Caradoc,Strathroy EarlyON & Library,Complete,September 2018,Renovation of existing building,Renovation to accommodate 2 community-based EarlyON rooms,Middlesex,Southwest,34 FRANK ST,N7G2R4,,"$525,000",,Yes,,,,42.956009,-81.624537
257,Child care,Education,Tecumseh,École élémentaire catholique Sainte-Marguerite-d'Youville,Under construction,September 2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Essex,Southwest,13025 ST. THOMAS ST,N8N3P3,,"$2,086,042",,Yes,Yes,,,42.32098,-82.87418
258,Child care,Education,Temiskaming Shores,Indigenous EarlyON New Liskeard,Complete,September 2018,Expansion of existing building,Addition to accommodate 2 community-based EarlyON rooms,Timiskaming,Northeast,121 SCOTT ST,P0J1P0,,"$1,500,000",,Yes,,,,47.511948,-79.683931
259,Child care,Education,Thames Centre,River Heights Public Elementary School,Complete,August 2023,Expansion of existing school,Addition to accommodate 88 child care spaces and 1 EarlyON room,Middlesex,Southwest,4269 HAMILTON RD,N0L1G3,,"$6,273,801",,Yes,,Yes,,42.98603,-81.05141
260,Child care,Education,The Nation,École élémentaire catholique Saint-Viateur,Complete,June 2023,Expansion of existing school,Addition to accommodate 39 child care spaces,Prescott and Russell,East,205 LIMOGES RD,K0A2M0,,"$1,048,675",,Yes,Yes,,,45.35018,-75.2632
261,Child care,Education,Timmins,Schumacher Public Elementary School,Complete,September 2019,Renovation of existing school,Renovation to accommodate 49 child care spaces,Cochrane,Northeast,64 CROATIA AVE,P0N1G0,,"$1,134,384",,Yes,,Yes,,48.47474,-81.29694
262,Child care,Education,Timmins,St. Joseph Catholic Elementary School,Under construction,September 2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Cochrane,Northeast,207 HUOT ST,P0N1H0,,"$5,459,836",,Yes,,,,48.4839,-81.2059
263,Child care,Education,Tiny,École élémentaire catholique Sainte-Croix,Complete,September 2021,Renovation of existing school,Renovation to accommodate 39 child care spaces,Simcoe,Central,1-351 RUE LAFONTAINE RD W,L9M0H1,,"$529,379",,Yes,,,,44.75734161,-80.05360254
264,Child care,Education,Toronto,Bala Avenue Public Elementary School,Under construction,September 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,6 BALA AVE,M6M2E1,,"$1,542,761",,Yes,,,,43.6894,-79.49938
265,Child care,Education,Toronto,Chalkfarm Public Elementary School,Under construction,September 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,100 CHALKFARM DR,M3L1L4,,"$1,542,761",,Yes,,,,43.7272629,-79.5145725
266,Child care,Education,Toronto,Gracedale Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,186 GRACEDALE BLVD,M9L2C1,,"$2,635,720",,Yes,,Yes,,43.7532767,-79.5622093
267,Child care,Education,Toronto,Macklin Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,136 INGLETON BLVD,M1V2Y4,,"$2,068,737",,Yes,,Yes,,43.8220934,-79.2675445
268,Child care,Education,Toronto,Miliken Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,130 PORT ROYAL TRAIL,M1V2T4,,"$1,891,688",,Yes,,Yes,,43.81658,-79.28848
269,Child care,Education,Toronto,Pelmo Park Public Elementary School,Under construction,September 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,180 GARY DR,M9N2M1,,"$1,542,761",,Yes,,,,43.7123639,-79.5176069
270,Child care,Education,Toronto,Holy Family Catholic Elementary School,Complete,January 2024,Renovation of existing school,Renovation to accommodate 49 child care spaces,Toronto,Central,141 CLOSE AVE,M6K2V6,,"$794,068",,Yes,,,,43.63845,-79.43498
271,Child care,Education,Toronto,Nativity of Our Lord Catholic Elementary School,Under construction,December 2024,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,35 SAFFRON CRES,M9C3T8,,"$2,571,267",,Yes,,,,43.65348,-79.5758
272,Child care,Education,Toronto,St. Albert Catholic Elementary School,Under construction,June 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,1125 MIDLAND AVE,M1K4H2,,"$2,571,267",,Yes,,,,43.74377,-79.26131
273,Child care,Education,Toronto,St. John Vianney Catholic Elementary School,Complete,January 2024,Renovation of existing school,Renovation to accommodate 49 child care spaces,Toronto,Central,105 THISTLE DOWN BLVD,M9V1J5,,"$771,381",,Yes,,,,43.73836,-79.55391
274,Child care,Education,Toronto,St. Thomas Aquinas Catholic Elementary School,Under construction,2024,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,636 GLENHOLME AVE,M6E3G9,,"$2,571,267",,Yes,,,,43.69591,-79.44507
275,Child care,Education,Toronto,École élémentaire publique Charles-Sauriol,Complete,September 2017,Renovation of existing school,Renovation to accommodate 25 child care spaces,Toronto,Central,55 PELHAM AVE,M6N1A5,,"$529,378",,Yes,,,,43.66801,-79.45572
276,Child care,Education,Toronto,Birch Cliff Public Elementary School,Under construction,September 2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,1650 KINGSTON RD,M1N1S2,,"$2,472,701",,Yes,,Yes,,43.69198,-79.26556
277,Child care,Education,Toronto,Dixon Grove Public Elementary School,Under construction,September 2024,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,315 THE WESTWAY,M9R1H1,,"$3,607,998",,Yes,,Yes,,43.6849,-79.55613
278,Child care,Education,Toronto,Elmbank Public Elementary School,Under construction,March 2025,Renovation of existing school,Renovation to accommodate 88 child care spaces,Toronto,Central,10 PITTSBORO DR,M9V3R4,,"$1,285,635",,Yes,,,,43.7359614,-79.5900105
279,Child care,Education,Toronto,Kingsview Village Junior Public Elementary School,Under construction,September 2024,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,1 YORK RD,M9R3C8,,"$4,196,190",,Yes,,Yes,,43.6978014,-79.5505757
280,Child care,Education,Toronto,Valleyfield Junior Public Elementary School,Under construction,March 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,35 SASKATOON DR,M9P2E8,,"$2,571,270",,Yes,,,,43.6938145,-79.5381092
281,Child care,Education,Toronto,Weston Memorial Junior Public Elementary School,Under construction,March 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,200 JOHN ST,M9N1K2,,"$1,542,762",,Yes,,,,43.7061469,-79.5090791
282,Child care,Education,Toronto,Alexander Stirling Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,70 FAWCETT TRAIL,M1B3A9,,"$4,462,418",,Yes,,Yes,,43.81165,-79.20759
283,Child care,Education,Toronto,Dorset Park Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,28 BLAISDALE RD,M1P1V6,,"$2,038,901",,Yes,,Yes,,43.7501823,-79.278738
284,Child care,Education,Toronto,Ellesmere-Statton Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,739 ELLESMERE RD,M1P2W1,,"$3,768,808",,Yes,,Yes,,43.7632244,-79.2872459
285,Child care,Education,Toronto,Glen Ravine Junior Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,11 GADSBY DR,M1K4V4,,"$2,492,634",,Yes,,Yes,,43.7379607,-79.254351
286,Child care,Education,Toronto,Grey Owl Junior Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,150 WICKSON TRAIL,M1B1M4,,"$3,577,046",,Yes,,Yes,,43.80398,-79.21329
287,Child care,Education,Toronto,Emily Carr Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,90 JOHN TABOR TRAIL,M1B2V2,,"$3,973,870",,Yes,,Yes,,43.80501,-79.20692
288,Child care,Education,Toronto,General Crerar Public Elementary School,Under construction,September 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,30 MCGREGOR RD,M1P1C8,,"$2,571,270",,Yes,,,,43.7458333,-79.2799718
289,Child care,Education,Toronto,Willow Park Junior Public Elementary School,Under construction,September 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,45 WINDOVER DR,M1G1P1,,"$2,314,143",,Yes,,,,43.7611216,-79.2092731
290,Child care,Education,Toronto,Ionview Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,90 IONVIEW RD,M1K2Z9,,"$3,154,842",,Yes,,Yes,,43.7377846,-79.2747617
291,Child care,Education,Toronto,J G Workman Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,487 BIRCHMOUNT RD,M1K1N7,,"$3,023,634",,Yes,,Yes,,43.7075099,-79.2665415
292,Child care,Education,Toronto,Lord Roberts Junior Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,165 LORD ROBERTS DR,M1K3W5,,"$2,190,882",,Yes,,Yes,,43.7416752,-79.2638243
293,Child care,Education,Toronto,Malvern Junior Public Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,70 MAMMOTH HALL TRAIL,M1B1P6,,"$3,486,118",,Yes,,Yes,,43.79783,-79.23324
294,Child care,Education,Toronto,Military Trail Public Elementary School,Under construction,September 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,701 MILITARY TRAIL,M1E4P6,,"$2,571,270",,Yes,,,,43.78911,-79.1971
295,Child care,Education,Toronto,Daystrom Public Elementary School,Under construction,March 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,25 DAYSTROM DR,M9M2A8,,"$2,571,270",,Yes,,,,43.7478207,-79.5471978
296,Child care,Education,Toronto,Blessed Pope Paul VI Catholic Elementary School,Complete,September 2023,Renovation of existing school,Renovation to accommodate 39 child care spaces,Toronto,Central,270 LAUGHTON AVE,M6N2X8,,"$2,162,934",,Yes,,,,43.67432,-79.45752
297,Child care,Education,Toronto,St. Barbara Catholic Elementary School,Under construction,2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,25 JANRAY DR,M1G1Y2,,"$1,542,762",,Yes,,,,43.76244,-79.21884
298,Child care,Education,Toronto,St. Bernard Catholic Elementary School,Under construction,March 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,12 DUCKWORTH ST,M6M4W4,,"$1,542,762",,Yes,,,,43.7027,-79.49999
299,Child care,Education,Toronto,St. Edmund Campion Catholic Elementary School,Under construction,2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,30 HIGHCASTLE RD,M1E4N1,,"$1,542,762",,Yes,,,,43.78806,-79.21556
300,Child care,Education,Toronto,St. Gerald Catholic Elementary School,Complete,January 2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,200 OLD SHEPPARD AVE,M2J3L9,,"$1,542,762",,Yes,,,,43.78044,-79.32627
301,Child care,Education,Toronto,St. Jean de Brébeuf Catholic Elementary School,Complete,January 2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,101 DEAN PARK RD,M1B2X2,,"$1,542,762",,Yes,,,,43.80232,-79.1739
302,Child care,Education,Toronto,St. Jude Catholic Elementary School,Complete,January 2024,Expansion of existing school,Addition to accommodate 10 child care spaces,Toronto,Central,3251 WESTON RD,M9M2T9,,"$514,254",,Yes,,,,43.74035,-79.53944
303,Child care,Education,Toronto,St. Kevin Catholic Elementary School,Under construction,January 2025,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,15 MURRAY GLEN DR,M1R3J6,,"$1,542,762",,Yes,,,,43.75109,-79.30642
304,Child care,Education,Toronto,Pope Francis Catholic Elementary School,Complete,June 2023,Renovation of existing school,Renovation to accommodate 49 child care spaces,Toronto,Central,319 OSSINGTON AVE,M6J3A6,,"$794,069",,Yes,,,,43.65156,-79.42102
305,Child care,Education,Toronto,St. Nicholas of Bari Catholic Elementary School,Complete,January 2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,363 ROGERS RD,M6E1R6,,"$1,542,762",,Yes,,,,43.68328,-79.46065
306,Child care,Education,Toronto,Santa Maria Catholic Elementary School,Complete,January 2024,Expansion of existing school,Addition to accommodate 39 child care spaces,Toronto,Central,25 AVON AVE,M6N4X8,,"$1,028,508",,Yes,,,,43.68132,-79.4778
307,Child care,Education,Toronto,Father Serra Catholic Elementary School,Planning,January 2026,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,111 SUN ROW DR,M9P3J3,,"$1,542,762",,Yes,,,,43.68565,-79.53753
308,Child care,Education,Toronto,St. Dominic Savio Catholic Elementary School,Under construction,2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,50 TIDESWELL BLVD,M1B5X3,,"$1,542,762",,Yes,,,,43.79831,-79.15545
309,Child care,Education,Toronto,St. Andre Catholic Elementary School,Under construction,2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,36 YVONNE AVE,M3L1C9,,"$1,542,762",,Yes,,,,43.72357,-79.51752
310,Child care,Education,Toronto,École élémentaire publique Félix-Leclerc,Under construction,September 2024,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,50 CELESTINE DR,M9R3N3,,"$2,330,013",,Yes,Yes,Yes,,43.6899,-79.56154
311,Child care,Education,Toronto,École élémentaire publique Mathieu-da-Costa,Complete,January 2022,Expansion of existing school,Addition to accommodate 49 child care spaces,Toronto,Central,116 CORNELIUS PKY,M6L2K5,,"$1,542,762",,Yes,Yes,,,43.71809,-79.47546
312,Child care,Education,Toronto,École élémentaire publique Pierre-Elliott-Trudeau,Planning,September 2025,Expansion of existing school,Addition to accommodate 49 child care spaces and 1 EarlyON room,Toronto,Central,65 GRACE ST,M6J2S4,,"$1,588,138",,Yes,Yes,,,43.65212,-79.41429
313,Child care,Education,Toronto,École élémentaire catholique Saint-Michel,Complete,March 2022,Expansion of existing school,Addition to accommodate 34 child care spaces,Toronto,Central,29 MEADOWVALE RD,M1C1R7,,"$771,381",,Yes,Yes,,,43.77787722,-79.15604342
314,Child care,Education,Toronto,Ancaster Early Learning & Child Care,Complete,September 2020,Expansion of existing building,Addition to accommodate 39 community-based child care spaces,Toronto,Central,45 ANCASTER RD,M3K1S7,,"$1,020,000",,Yes,,,,43.732987,-79.466076
315,Child care,Education,Toronto,Bessarion Child Care,Complete,September 2020,Expansion of existing building,Addition to accommodate 73 community-based child care spaces,Toronto,Central,100 WOODSY PARK LN,M2K1C2,,"$2,040,000",,Yes,,,,43.768898,-79.374705
316,Child care,Education,Toronto,East Toronto Village Children's,Complete,September 2018,Expansion of existing building,Addition to accommodate 15 community-based child care spaces,Toronto,Central,43 KIMBERLEY AVE,M4E2Z4,,"$525,000",,Yes,,,,43.682838,-79.297995
317,Child care,Education,Toronto,East York East Toronto Family Resources Cosburn,Complete,September 2020,Renovation of existing school,Renovation to accommodate 1 community based EarlyON room,Toronto,Central,1108 GREENWOOD AVE,M4J4E6,,0,,,,,,43.692287,-79.33824
318,Child care,Education,Toronto,East York East Toronto Family Resources Danforth,Complete,September 2018,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Toronto,Central,3079 DANFORTH AVE,M1L1A9,,"$255,000",,Yes,,,,43.691188,-79.287306
319,Child care,Education,Toronto,Eastside Club ,Complete,September 2020,Expansion of existing building,Addition to accommodate 25 community-based child care spaces,Toronto,Central,100 GALLOWAY RD,M1E1W7,,"$1,020,000",,Yes,,,,43.757292,-79.193385
320,Child care,Education,Toronto,Jane & Finch Community and Family,Complete,September 2018,Renovation of existing building,Renovation to accommodate 3 community-based EarlyON rooms,Toronto,Central,"1911 FINCH AVE W, SUITE 50A",M3N2V2,,"$765,000",,Yes,,,,43.756777,-79.515088
321,Child care,Education,Toronto,Massey Centre ELC,Complete,September 2019,Expansion of existing building,Addition to accommodate 24 community-based child care spaces,Toronto,Central,1102 BROADVIEW AVE,M4K2S5,,"$510,000",,Yes,,,,43.686641,-79.356589
322,Child care,Education,Toronto,Network Glendower Child Care relocation,Complete,September 2018,Expansion of existing building,Addition to accommodate 10 community-based child care spaces,Toronto,Central,1020 MCNICOLL AVE,M1W2J6,,"$510,000",,Yes,,,,43.797539,-79.304758
323,Child care,Education,Toronto,Network Jubilee Child Care,Complete,September 2018,Expansion of existing building,Addition to accommodate 10 community-based child care spaces,Toronto,Central,55 EMMETT AVE,M6M2E4,,"$510,000",,Yes,,,,43.688596,-79.50339
324,Child care,Education,Toronto,Network Just Kids,Complete,September 2018,Expansion of existing building,Addition to accommodate 10 community-based child care spaces,Toronto,Central,1695 KEELE ST,M6M3W7,,"$510,000",,Yes,,,,43.685133,-79.47265
325,Child care,Education,Toronto,Network Child Care Services Ossington Avenue North,Complete,September 2018,Expansion of existing building,Addition to accommodate 10 community-based child care spaces,Toronto,Central,756 OSSINGTON AVE,M6G3T9,,"$525,000",,Yes,,,,43.662622,-79.426281
326,Child care,Education,Toronto,North York Junior YMCA,Complete,September 2020,Expansion of existing school,Addition and renovation to accommodate 10 community based child care spaces,Toronto,Central,567 SHEPPARD AVE E,M2K1B2,,0,,,,,,43.765599,-79.386823
327,Child care,Education,Toronto,Prosserman JCC Daycare & Preschool,Complete,September 2019,Expansion of existing building,Addition to accommodate 10 community-based child care spaces,Toronto,Central,4588 BATHURST ST,M2R1W6,,"$510,000",,Yes,,,,43.763156,-79.442074
328,Child care,Education,Toronto,Scadding Court Community,Complete,September 2018,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Toronto,Central,707 DUNDAS ST W,M5T2W6,,"$262,500",,Yes,,,,43.651638,-79.404709
329,Child care,Education,Toronto,Scarborough Centre for Healthy Communities,Complete,September 2018,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Toronto,Central,4110 LAWRENCE AVE E,M1E2S1,,"$255,000",,Yes,,,,43.76722,-79.194798
330,Child care,Education,Toronto,SickKids Center for Community Mental Health,Complete,September 2018,Renovation of existing building,Renovation to accommodate 2 community-based EarlyON rooms,Toronto,Central,1645 SHEPPARD AVE W,M3M2N4,,"$510,000",,Yes,,,,43.742443,-79.496186
331,Child care,Education,Toronto,St. Stephen's Waterfront Child Care,Complete,September 2019,Expansion of existing building,Addition to accommodate 24 community-based child care spaces,Toronto,Central,635 QUEENS QUAY W,M5V2N2,,"$525,000",,Yes,,,,43.63576,-79.397191
332,Child care,Education,Toronto,Terry Tan Bloordale,Complete,September 2020,Expansion of existing building,Addition to accommodate 10 community-based child care spaces,Toronto,Central,4258 BLOOR ST W,M9C1Z7,,"$510,000",,Yes,,,,43.634495,-79.568788
333,Child care,Education,Toronto,West End YMCA,Complete,September 2018,Renovation of existing building,Renovation to accommodate 15 community-based child care spaces,Toronto,Central,931 COLLEGE ST,M6H1A1,,"$262,500",,Yes,,,,43.653429,-79.425932
334,Child care,Education,Toronto,York Universtiy Co-operative Daycare,Complete,September 2018,Expansion of existing building,Addition to accommodate 15 community-based child care spaces,Toronto,Central,90 ATKINSON RD,M3J2S5,,"$510,000",,Yes,,,,43.771302,-79.500658
335,Child care,Education,Toronto,Elmlea Junior Public Elementary School,Under construction,September 2025,Expansion of existing school,Addition to accommodate 88 child care spaces,Toronto,Central,50 HADRIAN DR,M9W1V4,,"$2,727,603",,Yes,,,,43.7161703,-79.5501898
