_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
353,Education,Education,Milton,St. Scholastica Catholic Elementary School,Complete,September 2018,Construction of new school,New facility to accommodate 671 students in a growing community,Halton,Central,170 WHITLOCK AVE,L9E1K6,,"$13,668,474",,Yes,,,,43.48357635,-79.85434527
354,Education,Education,Milton,École élémentaire publique Dyane-Adam,Complete,September 2019,Construction of new school,"New facility to accommodate 354 underserved French-language students, including the construction of 49 child care spaces and of 1 child and family room",Halton,Central,500 CEDAR HEDGE RD,L9T6J4,,"$10,134,298",,Yes,,,,43.526575,-79.843362
355,Education,Education,Milton,École élémentaire catholique Sainte-Anne,Complete,September 2019,Construction of new school,"New facility to accommodate 308 students in a growing community, including the construction of 39 child care spaces",Halton,Central,1150 FERGUSON DR,L9T0M7,,"$7,693,230",,Yes,Yes,,,43.519342,-79.8434088
356,Education,Education,Milton,Boyne Public Elementary School,Complete,September 2015,New school built,New facility to accommodate 740 students in a growing community,Halton,Central,1110 FARMSTEAD DR,L9E0B5,,"$12,905,288",,Yes,,,,43.4909,-79.85374
357,Education,Education,Milton,Holy Rosary Catholic Elementary School,Complete,September 2016,Expansion of existing school,New classroom addition of 130 pupil places for a growing school,Halton,Central,141 MARTIN ST,L9T2R3,,"$4,660,409",,Yes,,,,43.51755,-79.88559
358,Education,Education,Milton,Martin Street Public Elementary School,Complete,September 2015,Demolition,Full/Partial demolition of the existing facility,Halton,Central,184 MARTIN ST,L9T2R4,,"$637,420",,Yes,,,,43.516192,-79.888998
359,Education,Education,Milton,Milton SW 11 Public Elementary School,Complete,September 2022,Construction of new school,"New facility to accommodate 908 students in a growing community, including the construction of 88 child care spaces",Halton,Central,1385 KOVACHIK BLVD ,L9T2X5,,"$18,792,498",,Yes,,Yes,,43.48007,-79.85075
360,Education,Education,Milton,Bishop PF Reding Catholic Secondary School,Complete,September 2021,Expansion of existing school,"New classroom addition of 609 pupil places for a growing school, including 64 child care spaces",Halton,Central,1120 MAIN ST E,L9T6H7,,"$20,130,036",,Yes,,,,43.53094,-79.86268
361,Education,Education,Milton,Milton SW 12 Public Elementary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 770 students in a growing community, including the construction of 88 child care spaces",Halton,Central,815 KENNEDY CIRCLE WEST,,,"$20,699,188",,Yes,,Yes,,43.50217029,-79.83544847
362,Education,Education,Milton,St. Kateri Tekakwitha Catholic Secondary School,Under construction,September 2025,Construction of new school,New facility to accommodate 1611 students in a growing community,Halton,Central,LOUIS ST. LAURENT AVE / KENNEDY CIR,TBD,,"$63,576,692",,Yes,,Yes,,,
363,Education,Education,Milton,Milton 10 Catholic Elementary School,Complete,September 2022,Construction of new school,"New facility to accommodate 671 students in a growing community, including the construction of 88 child care spaces",Halton,Central,WHITLOCK AVE / KENNEDY CIRCLE W,TBD,,"$17,227,105",,Yes,,Yes,,,
364,Education,Education,Milton,Milton SE 13 Public Elementary School,Under construction,September 2026,Construction of new school,"New facility to accommodate 926 students in a growing community, including the construction of 88 child care spaces",Halton,Central,LOUIS ST. LAURENT AVE / TRUDEAU DR,,,"$24,322,278",,Yes,,,,43.5184477,-79.82437346
365,Education,Education,Milton,Milton 9 Catholic Elementary School,Complete,September 2024,Construction of new school,"New facility to accommodate 671 students in a growing community, including the construction of 88 child care spaces",Halton,Central,GORDON KRANTZ AVE / KOVACHIK BLVD,TBD,,"$23,941,708",,Yes,,Yes,,,
366,Education,Education,Milton,Milton 11 Catholic Elementary School,Under construction,January 2025,Construction of new school,"New facility to accommodate 763 students in a growing community, including the construction of 88 child care spaces",Halton,Central,TBD,L9T7V8,,"$23,302,526",,Yes,,,,,
367,Education,Education,Mississauga,École élémentaire publique Le Flambeau,Complete,September 2017,Construction of new school,"New facility to accommodate 366 students in a growing community, including the construction of 49 child care spaces",Peel,Central,600 NOVO STAR DR,L5W1G4,,"$9,338,066",,Yes,Yes,Yes,,43.63222459,-79.71532404
368,Education,Education,Mississauga,Ruth Thompson Public Elementary School,Complete,September 2018,Expansion of existing school,New classroom addition of 184 pupil places for a growing school,Peel,Central,5605 FRESHWATER DR,L5M7M8,,"$3,407,667",,Yes,,,,43.55189,-79.7403
369,Education,Education,Mississauga,École élémentaire catholique Mississauga,Planning,September 2025,Construction of new school,"New facility to accommodate 294 students in a growing community, including the construction of 39 child care spaces",Peel,Central,TBD,TBD,,"$8,740,231",,Yes,,,,,
370,Education,Education,Mississauga,Streetsville Public Secondary School,Complete,September 2016,Renovation of existing school,School renovation as a result of condition of school,Peel,Central,72 JOYMAR DR,L5M1G3,,"$7,019,450",,Yes,,,,43.57918,-79.71922
371,Education,Education,Mississauga,The Woodlands Public Secondary School,Complete,September 2016,Renovation of existing school,School renovation as a result of condition of school,Peel,Central,3225 ERINDALE STATION RD,L5C1Y5,,"$6,773,634",,Yes,,Yes,,43.56291,-79.64781
372,Education,Education,Mississauga,Glenforest Public Secondary School,Complete,September 2021,Renovation of existing school,Renovation to improve school condition,Peel,Central,3575 FIELDGATE DR,L4X2J6,,"$8,200,000",,Yes,,,,43.6271,-79.59257
373,Education,Education,Mississauga,TL Kennedy Public Secondary School,Complete,September 2018,Renovation of existing school,Renovation to improve school condition,Peel,Central,3100 HURONTARIO ST,L5B1N7,,"$2,500,000",,Yes,,,,43.58151,-79.62055
374,Education,Education,Mississauga,Elm Drive Public Elementary School,Complete,September 2022,Construction of new school,"New facility to accommodate 650 students in a growing community, including the construction of 73 child care spaces and of 1 EarlyON room",Peel,Central,3492 KARIYA  DR,L5B0L2,,"$17,401,994",,Yes,,Yes,,43.58788,-79.63283
375,Education,Education,Mississauga,Thomas Street Public Elementary School,Under construction,September 2024,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Peel,Central,2640 THOMAS ST,L5M5G8,,"$4,733,084",,Yes,,,,43.56705273,-79.7256937
376,Education,Education,Mississauga,Ellengale Public Elementary School,Planning,September 2026,Expansion of existing school,"New classroom addition of 642 pupil places for a growing school, including 73 child care spaces",Peel,Central,3480 ELLENGDALE DR,L5C1Z7,,"$26,305,689",,Yes,,,,43.56361749,-79.65909184
377,Education,Education,Moosonee,Northern Lights Secondary School,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Cochrane,Northeast,2 KEEWATIN DR,P0L1Y0,,"$1,176,000",,Yes,,,,51.285029,-80.625623
378,Education,Education,Muskoka Lakes,Glen Orchard Public Elementary School,Complete,July 2023,Renovation of existing school,"Renovation to address accommodation needs as a result of a consolidation, including 54 child care spaces",Muskoka,Central,3954 MUSKOKA RD 169 RR 1,P0B1J0,,"$1,516,384",,Yes,,Yes,,45.08563,-79.63304
379,Education,Education,New Tecumseth,Boyne River Public Elementary School,Complete,September 2017,Construction of new school,"New facility to accommodate 461 students in a growing community, including the construction of 39 child care spaces",Simcoe,Central,117 JOHN W TAYLOR AVE,L9R0E7,,"$10,904,319",,Yes,,Yes,,44.16239,-79.85321
380,Education,Education,New Tecumseth,Alliston Catholic Elementary School,Complete,September 2022,Construction of new school,"New facility to accommodate 470 students in a growing community, including the construction of 49 child care spaces",Simcoe,Central,WILLOUGHBY  WAY,,,"$11,932,707",,Yes,,Yes,,44.16083,-79.79198
381,Education,Education,New Tecumseth,Banting Memorial Public Secondary School,Planning,September 2027,Construction of new school,"New replacement facility to accommodate 1288 students, including the construction of 49 child care spaces",Simcoe,Central,SIR FREDERICK BANTING RD / JOHN W TAYLOR AVE,,,"$41,416,969",,Yes,,,,44.1645116,-79.84541627
382,Education,Education,New Tecumseth,Tottenham Catholic Elementary School,Planning,September 2025,Construction of new school,"New facility to accommodate 516 students in a growing community, including the construction of 49 child care spaces",Simcoe,Central,TBD,L0G1W0,,"$16,311,549",,Yes,,,,,
383,Education,Education,Niagara Falls,Forestview Public Elementary School,Complete,April 2021,Expansion of existing school,"New classroom addition of 184 pupil places for a growing school, including 49 child care spaces",Niagara,Central,8406 FORESTVIEW BLVD,L2H0B9,,"$4,647,253",,Yes,,Yes,,43.08316,-79.13749
384,Education,Education,Niagara Falls,South Niagara Falls Public Elementary School,Under construction,September 2025,Construction of new school,"New facility to accommodate 608 students in a growing community, including the construction of 49 child care spaces",Niagara,Central,KALAR RD / MCLEOD RD,,,"$28,782,968",,Yes,,,,43.06994706,-79.13549471
385,Education,Education,Niagara-on-the-Lake,Crossroads Public Elementary School,Complete,September 2015,Expansion of existing school,New classroom addition of 37 pupil places for a growing school,Niagara,Central,1350 NIAGARA STONE RD,L0S1J0,,"$981,398",,Yes,,Yes,,43.2164,-79.1303
386,Education,Education,Nipissing District,École élémentaire catholique Mariale,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,Parry Sound,Northeast,1000 BIRCH ST,P0H2J0,,"$1,998,000",,Yes,,,,46.70041,-79.10389
387,Education,Education,North Bay,Woodland Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 507 students as a result of a consolidation,Nipissing,Northeast,1325 CEDARGROVE DR,P1B4S3,,"$11,584,628",,Yes,,,,46.3298394,-79.4793134
388,Education,Education,North Bay,Pinewood Public Elementary School,Complete,September 2016,Demolition,Full/Partial demolition of the existing facility,Nipissing,Northeast,1325 CEDARGROVE DR,P1B4S3,,"$809,546",,Yes,,,,46.329832,-79.479063
389,Education,Education,North Bay,Fricker Public Elementary School,Complete,September 2023,Construction of new school,"New facility to accommodate 308 students as a result of a consolidation, including the construction of 73 child care spaces and of 1 EarlyON room",Nipissing,Northeast,790 NORMAN AVE,P1B8C4,,"$15,630,588",,Yes,,Yes,,46.32941739,-79.42889455
390,Education,Education,North Bay,Fricker Public Elementary School,Complete,September 2022,Demolition,Full/Partial demolition of the existing facility,Nipissing,Northeast,790 NORMAN AVE,P1B8C4,,"$408,475",,Yes,,,,46.32941739,-79.42889455
391,Education,Education,North Dumfries,Cedar Creek Public Elementary School,Complete,September 2019,Expansion of existing school,"New classroom addition of 190 pupil places for a growing school, including 72 child care spaces and 3 child and family rooms",Waterloo,Southwest,55 HILLTOP DR,N0B1E0,,"$7,983,558",,Yes,,Yes,,43.28377,-80.44023
392,Education,Education,North Dumfries,St. Brigid Catholic Elementary School,Complete,September 2017,Construction of new school,"New replacement facility to accommodate 222 students, including the construction of 88 child care spaces",Waterloo,Southwest,50 BROOM ST,N0B1E0,,"$8,503,531",,Yes,,,,43.29033351,-80.46024393
393,Education,Education,North Dundas,North Dundas District Public Secondary School,Complete,September 2015,Renovation of existing school,School renovation as a result of condition of school,"Stormont, Dundas and Glengarry",East,12835 HIGHWAY 43,K0C1H0,,0,,,,Yes,,45.09167,-75.28655
394,Education,Education,North Frontenac,École élémentaire catholique Notre-Dame-des-Champs,Complete,September 2015,New school built,New facility to accommodate 366 students in a growing community,Frontenac,East,6280 RENAUD RD,K4B1H9,,"$8,863,909",,Yes,Yes,Yes,,45.43267643,-75.50905065
395,Education,Education,North Grenville,Kemptville Public Elementary School,Complete,September 2017,Construction of new school,New facility to accommodate 438 students in a growing community,Leeds and Grenville,East,224 LEEDS AND GRENVILLE 44 RD,K0G1J0,,"$9,145,921",,Yes,,,,45.0213155,-75.6519408
396,Education,Education,North Grenville,école élémentaire et secondaire publique Kemptville,Complete,September 2018,Renovation of existing school,School renovation to better serve French-language students,Leeds and Grenville,East,234 COUNTY ROAD 44,K0G1J0,,"$1,500,000",,Yes,,,,45.03227,-75.66361
397,Education,Education,North Grenville,North Grenville District Public Secondary School,Complete,September 2021,Expansion of existing school,New classroom addition of 221 pupil places to accommodate students as a result of consolidation,Leeds and Grenville,East,2605 CONCESSION RD,K0G1J0,,"$7,273,701",,Yes,,,,45.00818276,-75.64679063
398,Education,Education,North Grenville,école élémentaire et secondaire publique Rivière Rideau,Complete,September 2017,Other,Land Acquisition to accommodate underserved French-language students,Leeds and Grenville,East,51 ACADEMIC  CRES,K0G1J0,,"$2,678,100",,Yes,,,,45.00874,-75.63897
399,Education,Education,North Grenville,école élémentaire et secondaire publique Rivière Rideau,Complete,September 2021,Renovation of existing school,Renovation to accommodate 489 underserved French-language students,Leeds and Grenville,East,51 ACADEMIC  CRES,K0G1J0,,"$10,105,583",,Yes,,,,45.00874,-75.63897
400,Education,Education,North Grenville,école élémentaire et secondaire catholique Notre-Dame,Planning,September 2026,Construction of new school,"New facility to accommodate 417 underserved French-language students, including the construction of 39 child care spaces",Leeds and Grenville,East,TBD,K0G1JO,,"$14,915,375",,Yes,,,,,
401,Education,Education,North Perth,North Perth Westfield Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 565 students as a result of a consolidation,Perth,Southwest,955 BINNING ST W,N4W0G3,,"$11,297,219",,Yes,,Yes,,43.74007,-80.96438
402,Education,Education,North Perth,St. Mary's Catholic Secondary School,Complete,September 2020,Expansion of existing school,"New classroom addition of 49 pupil places for a growing school, including 64 child care spaces and 1 EarlyON room",Perth,Southwest,1209 TREMAINE AVE S RR 4,N4W3G9,,"$3,937,720",,Yes,,,,43.718,-80.95088
403,Education,Education,North Perth,Listowel Eastdale Public Elementary School,Under construction,May 2025,Expansion of existing school,"New classroom addition of 98 pupil places for a growing school, including 49 child care spaces",Perth,Southwest,365 NICHOL AVE S,N4W2M3,,"$8,775,600",,Yes,,,,43.72679,-80.94957
404,Education,Education,North Stormont,Roxmore Public Elementary School,Complete,September 2021,Expansion of existing school,"New classroom addition of 114 pupil places to accommodate students as a result of a consolidation, including 15 child care spaces","Stormont, Dundas and Glengarry",East,16279 FAIRVIEW DR,K0C1C0,,"$3,416,385",,Yes,,Yes,,45.17018,-74.97279
405,Education,Education,Northern Bruce Peninsula,Bruce Peninsula District Public Elementary and Secondary School,Complete,September 2018,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Bruce,Southwest,5 MOORE ST RR 3,N0H1W0,,"$326,800",,Yes,,,,44.98509,-81.25083
406,Education,Education,Oakville,St. Gregory the Great Catholic Elementary School,Complete,September 2016,New school built,New facility to accommodate 671 students in a growing community,Halton,Central,138 SIXTEEN MILE DR,L6M0T7,,"$14,990,744",,Yes,,,,43.47689,-79.7358
407,Education,Education,Oakville,École secondaire publique Gaétan-Gervais,Complete,September 2018,Construction of new school,New facility to accommodate 392 underserved French-language students,Halton,Central,1075 MCCRANEY ST E,L6H1H9,,"$18,097,892",,Yes,,,,43.46482,-79.70288
408,Education,Education,Oakville,Heritage Glen Public Elementary School,Complete,September 2015,Expansion of existing school,New classroom addition of 138 pupil places for a growing school,Halton,Central,1641 HERITAGE WAY,L6M2Z4,,"$1,156,153",,Yes,,,,43.43198,-79.74178
409,Education,Education,Oakville,Oodenawi Public Elementary School,Complete,September 2015,New school built,New facility to accommodate 746 students in a growing community,Halton,Central,385 SIXTEEN MILE DR,L6M0Z4,,"$12,392,307",,Yes,,Yes,,43.47354,-79.74354
410,Education,Education,Oakville,St. Nicholas Catholic Elementary School,Complete,January 2020,New school built,New facility to accommodate 527 students as a result of a consolidation,Halton,Central,477 WARMINSTER DR,L6L4N4,,"$7,472,598",,Yes,,Yes,,43.42281349,-79.70319132
411,Education,Education,Oakville,Oakville NE 2 Public Elementary School,Complete,September 2020,New school built,"New facility to accommodate 776 students in a growing community, including the construction of 88 child care spaces",Halton,Central,3199 POST RD,L6H7C5,,"$18,662,498",,Yes,,Yes,,43.48701,-79.73271
412,Education,Education,Oakville,St. Michael Catholic Elementary School,Complete,January 2021,Expansion of existing school,"New classroom addition of 23 pupil places to accommodate students as a result of consolidation, including 49 child care spaces",Halton,Central,165 SEWELL DR,L6H1E3,,"$3,122,284",,Yes,,,,43.46316,-79.69535
413,Education,Education,Oakville,St. Joseph Catholic Elementary School,Complete,September 2018,Demolition,Full/Partial demolition of the existing facility,Halton,Central,477 WARMINSTER DR,L6L4N4,,"$413,160",,Yes,,,,43.42269,-79.70377
414,Education,Education,Oakville,école secondaire catholique Sainte-Trinité,Complete,September 2022,Expansion of existing school,New classroom addition of 180 pupil places for a growing school,Halton,Central,2600 GRAND OAK TRAIL,L6M0R4,,"$6,568,836",,Yes,,Yes,,43.43723822,-79.77364943
415,Education,Education,Oakville,Oakville NE 1 Public Secondary School,Under construction,September 2027,Construction of new school,"New facility to accommodate 1200 students in a growing community, including the construction of 88 child care spaces",Halton,Central,1013 DUNDAS ST W,L6M4L8,,"$36,531,262",,Yes,,,,43.46488301,-79.74606722
416,Education,Education,Oakville,North Oakville 4 Catholic Elementary School,Complete,September 2024,Construction of new school,New facility to accommodate 671 students in a growing community,Halton,Central,THRESHING MILL BLVD / POSTRIDGE DR,TBD,,"$23,400,157",,Yes,,Yes,,,
417,Education,Education,Oakville,Oakville NE 3 Public Elementary School,Under construction,September 2025,Construction of new school,"New facility to accommodate 788 students in a growing community, including the construction of 88 child care spaces",Halton,Central,DUNDAS ST E / PRINCE MICHAEL DR,,,"$24,270,271",,Yes,,Yes,,43.49821246,-79.70882834
418,Education,Education,Orangeville,Spencer Avenue Public Elementary School,Complete,September 2018,Expansion of existing school,New classroom addition of 230 pupil places for a growing school,Dufferin,Central,15 SPENCER AVE,L9W5E6,,"$2,567,987",,Yes,,Yes,,43.8979,-80.12823
419,Education,Education,Orillia,Orillia Public Secondary School,Complete,September 2015,New school built,New replacement facility to accommodate 1110 students,Simcoe,Central,250 COLLEGIATE DR,L3V7S5,,"$30,374,496",,Yes,,,,44.61232,-79.43422
420,Education,Education,Orillia,Guardian Angels Catholic Elementary School,Complete,September 2017,Demolition,Full/Partial demolition of the existing facility,Simcoe,Central,125 WEST ST N,L3V5C4,,0,,,,Yes,,44.611687,-79.423062
421,Education,Education,Orillia,Notre Dame Catholic Elementary School,Complete,August 2019,Expansion of existing school,New classroom addition of 407 pupil places for a growing school,Simcoe,Central,140 ATLANTIS DR,L3V0A8,,"$856,800",,Yes,,,,44.61025,-79.46225
422,Education,Education,Orillia,Orillia Public Elementary School,Planning,September 2025,Construction of new school,New facility to accommodate 334 students in a growing community,Simcoe,Central,BASS LAKE SIDE RD / ATLANTIS DR,,,"$9,026,347",,Yes,,,,44.60999756,-79.46089488
423,Education,Education,Oro-Medonte,Oro Medonte Public Elementary School,Under construction,September 2025,Construction of new school,New facility to accommodate 357 students in a growing community,Simcoe,Central,3331 LINE 4 N,L0L2L0,,"$19,559,112",Yes,Yes,,Yes,,44.5536328,-79.65791738
424,Education,Education,Oro-Medonte,Shanty Bay Public Elementary School,Under construction,September 2026,Construction of new school,New replacement facility to accommodate 190 students,Simcoe,Central,1871 RIDGE RD W,L0L2L0,,"$5,867,921",,Yes,,,,44.41454585,-79.57654972
425,Education,Education,Oshawa,St. Kateri Tekakwitha Catholic Elementary School,Complete,September 2014,New school built,Accommodates about 400 kindergarten to Gr. 8 students,Durham,Central,1425 Coldstream Dr,L1K0B5,,"$7,943,529",,Yes,,Yes,,43.94636303,-78.84014931
426,Education,Education,Oshawa,Vincent Massey Public Elementary School,Complete,September 2014,Expansion of existing school,New classrooms add 133 new pupil places for growing school (now roughly 420 students),Durham,Central,211 Harmony Rd N,L1G6L4,,"$5,200,000",,Yes,,,,43.91046,-78.83603
427,Education,Education,Oshawa,Eastdale Public Secondary School,Complete,September 2018,Expansion of existing school,New classroom addition of 92 pupil places to accommodate students as a result of a consolidation,Durham,Central,265 HARMONY RD N,L1G6L4,,"$5,155,288",,Yes,,Yes,,43.91177,-78.83574
428,Education,Education,Oshawa,Forestview Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 553 students in a growing community,Durham,Central,285 GRANDVIEW ST S,L1H7C6,,"$10,806,357",,Yes,,,,43.8980359,-78.8204504
429,Education,Education,Oshawa,RS McLaughlin Public Secondary School,Complete,September 2018,Expansion of existing school,"New classroom addition of 60 pupil places to accommodate students as a result of a consolidation, including 73 child care spaces",Durham,Central,570 STEVENSON RD N,L1J5P1,,"$4,419,398",,Yes,,Yes,,43.9076,-78.89081
430,Education,Education,Oshawa,Northern Dancer Public Elementary School,Complete,September 2018,Construction of new school,"New facility to accommodate 513 students in a growing community, including the construction of 73 child care spaces",Durham,Central,2200 BRIDLE RD,L1L0L5,,"$12,208,863",,Yes,,,,43.95265,-78.892686
431,Education,Education,Oshawa,Elsie MacGill Public Elementary School,Complete,September 2019,Construction of new school,"New facility to accommodate 519 students in a growing community, including the construction of 73 child care spaces",Durham,Central,800 GREENHILL AVE,L1K0C8,,"$12,666,288",,Yes,,,,43.951186,-78.85746
432,Education,Education,Oshawa,St. Anne Catholic Elementary School,Complete,September 2020,Construction of new school,"New facility to accommodate 412 students in a growing community, including the construction of 73 child care spaces and of 1 EarlyON room",Durham,Central,2465 BRIDLE RD,L1L0H9,,"$11,663,493",,Yes,,Yes,,43.9656883,-78.89034774
433,Education,Education,Oshawa,Jeanne Sauvé Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 533 students in a growing community,Durham,Central,950 COLDSTREAM DR,L1K0X1,,"$7,618,685",,Yes,,Yes,,43.9454605,-78.8575229
434,Education,Education,Oshawa,Monsignor J Pereyma Catholic Secondary School,Complete,September 2016,Expansion of existing school,Expansion of the gymnasium to accommodate school population,Durham,Central,316 CONANT ST,L1H3S6,,0,,,,Yes,,43.8803,-78.8434
435,Education,Education,Oshawa,Mary Street Public Elementary School,Under construction,September 2024,Expansion of existing school,New classroom addition of 190 pupil places to accommodate students and improve school condition,Durham,Central,110 MARY ST N,L1G7S2,,"$7,318,350",,Yes,,Yes,,43.90135107,-78.86242673
436,Education,Education,Oshawa,Monsignor Paul Dwyer Catholic Secondary School,Planning,September 2026,Construction of new school,New replacement facility to accommodate 1061 students,Durham,Central,GREENHILL AVE / HARMONY RD N,,,"$29,405,627",,Yes,,,,43.951548,-78.85485
437,Education,Education,Oshawa,North Oshawa Public Elementary School,Under construction,September 2024,Construction of new school,"New facility to accommodate 536 students in a growing community, including the construction of 73 child care spaces",Durham,Central,WINDFIELDS FARM DR W / WINTERGRACE AVE,,,"$19,718,070",,Yes,,Yes,,43.95723683,-78.914857
438,Education,Education,Oshawa,St. Anne Catholic Elementary School,Complete,January 2024,Expansion of existing school,New classroom addition of 184 pupil places for a growing school,Durham,Central,2465 BRIDLE RD,L1L0H9,,"$4,801,755",,Yes,,,,43.96078088,-78.89067934
439,Education,Education,Oshawa,North Oshawa Public Secondary School,Planning,September 2026,Construction of new school,"New facility to accommodate 1,387 students in a growing community",Durham,Central,TBD,L1L0J9,,"$46,389,932",,Yes,,,,,
440,Education,Education,Ottawa,École élémentaire catholique Sainte-Geneviève,Complete,September 2016,Expansion of existing school,New classroom addition of 308 pupil places for a growing school,Ottawa,East,2198 ARCH ST,K1G2H7,,"$7,107,737",,Yes,,Yes,,45.38983,-75.63128
441,Education,Education,Ottawa,École élémentaire publique Michel-Dupuis,Complete,September 2016,New school built,New facility to accommodate 366 students in a growing community,Ottawa,East,715 BRIAN GOOD AVE,K4M0H3,,"$8,257,772",,Yes,Yes,Yes,,45.26721,-75.6932
442,Education,Education,Ottawa,École secondaire catholique Mer Bleue,Complete,September 2016,New school built,New facility to accommodate 881 students in a growing community,Ottawa,East,6401 RENAUD RD,K1W0H8,,"$21,090,874",,Yes,,Yes,,45.43591,-75.50284
443,Education,Education,Ottawa,Half Moon Bay Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 674 students in a growing community,Ottawa,East,3525 RIVER RUN AVE,K2J6E2,,"$13,245,613",,Yes,,Yes,,45.25315496,-75.74620015
444,Education,Education,Ottawa,Summerside Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 674 students in a growing community,Ottawa,East,2350 PORTOBELLO BLVD,K4A0W3,,"$13,021,414",,Yes,,Yes,,45.45052351,-75.46367905
445,Education,Education,Ottawa,Broadview Avenue Public Elementary School,Complete,September 2016,New school built,New replacement facility to accommodate 782 students,Ottawa,East,535 DOVERCOURT AVE,K2A3W3,,"$7,394,359",,Yes,,Yes,,45.38130098,-75.75799351
446,Education,Education,Ottawa,Kanata Highlands Public Elementary School,Complete,September 2016,New school built,New facility to accommodate 628 students in a growing community,Ottawa,East,425 TERRY FOX DR,K2T0N3,,"$14,888,113",,Yes,,Yes,,45.31183327,-75.93145068
447,Education,Education,Ottawa,Vimy Ridge Public Elementary School,Complete,September 2017,Construction of new school,"New replacement facility to accommodate 674 students, including the construction of 39 child care spaces",Ottawa,East,4180 KELLY FARM DR,K1T4J2,,"$14,157,151",,Yes,,Yes,,45.318112,-75.604199
448,Education,Education,Ottawa,West Carleton Public Secondary School,Complete,September 2017,Expansion of existing school,New classroom addition of 252 pupil places for a growing school,Ottawa,East,3088 DUNROBIN RD,K0A1T0,,"$6,964,749",,Yes,,Yes,,45.43432,-76.03509
449,Education,Education,Ottawa,Holy Family Catholic Elementary School,Complete,September 2017,Renovation of existing school,School renovation to address accommodation needs as a result of a consolidation,Ottawa,East,245 OWL DR,K1V9K3,,"$663,280",,Yes,,,,45.35352,-75.66371
450,Education,Education,Ottawa,St. Isabel Catholic Elementary School,Complete,September 2018,Construction of new school,"New facility to accommodate 461 students in a growing community, including the construction of 39 child care spaces",Ottawa,East,785 GOULBOURN FORCED RD,K2T0N5,,"$10,696,618",,Yes,,,,45.33819,-75.93961
451,Education,Education,Ottawa,St. Benedict Catholic Elementary School,Complete,September 2016,New school built,New facility to accommodate 507 students in a growing community,Ottawa,East,2525 RIVER MIST RD,K2J5Z1,,"$9,867,655",,Yes,,,,45.24233,-75.73492
452,Education,Education,Ottawa,St. Francis Xavier Catholic Secondary School,Complete,September 2017,Expansion of existing school,New classroom addition of 436 pupil places for a growing school,Ottawa,East,3740 SPRATT RD,K1V2M1,,"$7,831,599",,Yes,,,,45.28978,-75.67076
453,Education,Education,Ottawa,St. Patrick Catholic Secondary School,Complete,September 2018,Expansion of existing school,New classroom addition of 276 pupil places to accommodate students as a result of a consolidation,Ottawa,East,2525 ALTA VISTA DR,K1V7T3,,"$7,956,731",,Yes,,,,45.37795,-75.65996
454,Education,Education,Ottawa,Holy Redeemer Catholic Elementary School,Complete,September 2019,Expansion of existing school,New classroom addition of 230 pupil places for a growing school,Ottawa,East,75 MCCURDY DR,K2L3W6,,"$5,074,349",,Yes,,,,45.30341,-75.90064
455,Education,Education,Ottawa,École élémentaire publique de Kanata,Complete,September 2017,Expansion of existing school,New classroom addition of 374 pupil places for a growing school,Ottawa,East,1385 HALTON TERR,K2K2P9,,"$7,387,045",,Yes,Yes,,,45.3485,-75.9367
456,Education,Education,Ottawa,École secondaire publique Louis-Riel,Complete,September 2018,Expansion of existing school,New classroom addition of 252 pupil places to accommodate students as a result of condition,Ottawa,East,1655 BEARBROOK RD,K1B4N3,,"$7,275,526",,Yes,,Yes,,45.4411,-75.5716
457,Education,Education,Ottawa,École secondaire publique de la Salle,Complete,September 2021,Expansion of existing school,New classroom addition of 210 pupil places for a growing school,Ottawa,East,501 OLD ST. PATRICK ST,K1N8R3,,"$6,834,267",,Yes,Yes,Yes,,45.43495,-75.68489
458,Education,Education,Ottawa,école secondaire publique Pierre-des-Bois,Complete,September 2021,Construction of new school,New facility to accommodate 681 students in a growing community,Ottawa,East,1310 CHAPMAN MILLS WALK,K2J6L9,,"$19,847,053",,Yes,,Yes,,45.26297,-75.75893
459,Education,Education,Ottawa,école élémentaire catholique Georges-Étienne-Cartier,Complete,September 2016,Expansion of existing school,Minor school addition and renovation to accommodate a child care centre,Ottawa,East,880 THORNDALE DR,K1V6Y3,,0,,,Yes,Yes,,45.36354,-75.67206
460,Education,Education,Ottawa,École élémentaire catholique Horizon-Jeunesse,Complete,January 2020,Construction of new school,"New facility to accommodate 350 students as a result of a consolidation, including the construction of 49 child care spaces",Ottawa,East,349 OLMSTEAD ST,K1L1B1,,"$15,823,872",,Yes,Yes,Yes,,45.4323483,-75.6605439
